ds,Population
1985-10-01,4927798495.890411
1985-11-01,4935300665.753425
1985-12-01,4942560830.136987
1986-01-01,4950063000.0
1986-02-01,4957785108.493151
1986-03-01,4964759916.164384
1986-04-01,4972482024.657535
1986-05-01,4979955032.876713
1986-06-01,4987677141.369863
1986-07-01,4995150149.589041
1986-08-01,5002872258.082191
1986-09-01,5010594366.575342
1986-10-01,5018067374.79452
1986-11-01,5025789483.287671
1986-12-01,5033262491.506849
1987-01-01,5040984600.0
1987-02-01,5048739644.931507
1987-03-01,5055744201.643836
1987-04-01,5063499246.575342
1987-05-01,5071004128.767123
1987-06-01,5078759173.69863
1987-07-01,5086264055.890411
1987-08-01,5094019100.821918
1987-09-01,5101774145.753425
1987-10-01,5109279027.945206
1987-11-01,5117034072.876713
1987-12-01,5124538955.068493
1988-01-01,5132294000.0
1988-02-01,5140036377.04918
1988-03-01,5147279245.901639
1988-04-01,5155021622.95082
1988-05-01,5162514245.901639
1988-06-01,5170256622.95082
1988-07-01,5177749245.901639
1988-08-01,5185491622.95082
1988-09-01,5193234000.0
1988-10-01,5200726622.95082
1988-11-01,5208469000.0
1988-12-01,5215961622.95082
1989-01-01,5223704000.0
1989-02-01,5231557786.30137
1989-03-01,5238651528.767123
1989-04-01,5246505315.068493
1989-05-01,5254105753.424658
1989-06-01,5261959539.7260275
1989-07-01,5269559978.082191
1989-08-01,5277413764.383562
1989-09-01,5285267550.684932
1989-10-01,5292867989.041096
1989-11-01,5300721775.342465
1989-12-01,5308322213.69863
1990-01-01,5316176000.0
1990-02-01,5323825780.821918
1990-03-01,5330735260.2739725
1990-04-01,5338385041.09589
1990-05-01,5345788054.79452
1990-06-01,5353437835.616438
1990-07-01,5360840849.315068
1990-08-01,5368490630.136987
1990-09-01,5376140410.958904
1990-10-01,5383543424.657535
1990-11-01,5391193205.479452
1990-12-01,5398596219.178082
1991-01-01,5406246000.0
1991-02-01,5413587504.931507
1991-03-01,5420218541.643836
1991-04-01,5427560046.575342
1991-05-01,5434664728.767123
1991-06-01,5442006233.69863
1991-07-01,5449110915.890411
1991-08-01,5456452420.821918
1991-09-01,5463793925.753425
1991-10-01,5470898607.945206
1991-11-01,5478240112.876713
1991-12-01,5485344795.068493
1992-01-01,5492686300.0
1992-02-01,5499864350.0
1992-03-01,5506579300.0
1992-04-01,5513757350.0
1992-05-01,5520703850.0
1992-06-01,5527881900.0
1992-07-01,5534828400.0
1992-08-01,5542006450.0
1992-09-01,5549184500.0
1992-10-01,5556131000.0
1992-11-01,5563309050.0
1992-12-01,5570255550.0
1993-01-01,5577433600.0
1993-02-01,5584507918.90411
1993-03-01,5590897626.30137
1993-04-01,5597971945.20548
1993-05-01,5604818060.2739725
1993-06-01,5611892379.178082
1993-07-01,5618738494.246575
1993-08-01,5625812813.150685
1993-09-01,5632887132.054794
1993-10-01,5639733247.123287
1993-11-01,5646807566.027397
1993-12-01,5653653681.09589
1994-01-01,5660728000.0
1994-02-01,5667734144.383562
1994-03-01,5674062274.79452
1994-04-01,5681068419.178082
1994-05-01,5687848558.90411
1994-06-01,5694854703.287671
1994-07-01,5701634843.013699
1994-08-01,5708640987.397261
1994-09-01,5715647131.780822
1994-10-01,5722427271.506849
1994-11-01,5729433415.890411
1994-12-01,5736213555.616438
1995-01-01,5743219700.0
1995-02-01,5750177764.657535
1995-03-01,5756462468.219178
1995-04-01,5763420532.876713
1995-05-01,5770154143.835616
1995-06-01,5777112208.493151
1995-07-01,5783845819.452055
1995-08-01,5790803884.109589
1995-09-01,5797761948.767123
1995-10-01,5804495559.7260275
1995-11-01,5811453624.383562
1995-12-01,5818187235.342465
1996-01-01,5825145300.0
1996-02-01,5832034389.344262
1996-03-01,5838479021.311476
1996-04-01,5845368110.655738
1996-05-01,5852034971.311476
1996-06-01,5858924060.655738
1996-07-01,5865590921.311476
1996-08-01,5872480010.655738
1996-09-01,5879369100.0
1996-10-01,5886035960.655738
1996-11-01,5892925050.0
1996-12-01,5899591910.655738
1997-01-01,5906481000.0
1997-02-01,5913346149.589041
1997-03-01,5919546929.863013
1997-04-01,5926412079.452055
1997-05-01,5933055772.602739
1997-06-01,5939920922.191781
1997-07-01,5946564615.342465
1997-08-01,5953429764.931507
1997-09-01,5960294914.520548
1997-10-01,5966938607.671233
1997-11-01,5973803757.260274
1997-12-01,5980447450.410959
1998-01-01,5987312600.0
1998-02-01,5994145000.0
1998-03-01,6000316200.0
1998-04-01,6007148600.0
1998-05-01,6013760600.0
1998-06-01,6020593000.0
1998-07-01,6027205000.0
1998-08-01,6034037400.0
1998-09-01,6040869800.0
1998-10-01,6047481800.0
1998-11-01,6054314200.0
1998-12-01,6060926200.0
1999-01-01,6067758600.0
1999-02-01,6074649976.438356
1999-03-01,6080874445.479452
1999-04-01,6087765821.917809
1999-05-01,6094434895.890411
1999-06-01,6101326272.328767
1999-07-01,6107995346.30137
1999-08-01,6114886722.739726
1999-09-01,6121778099.178082
1999-10-01,6128447173.150685
1999-11-01,6135338549.589041
1999-12-01,6142007623.561644
2000-01-01,6148899000.0
2000-02-01,6155831480.874317
2000-03-01,6162316704.918033
2000-04-01,6169249185.79235
2000-05-01,6175958038.251366
2000-06-01,6182890519.125683
2000-07-01,6189599371.5847
2000-08-01,6196531852.459017
2000-09-01,6203464333.333333
2000-10-01,6210173185.79235
2000-11-01,6217105666.666667
2000-12-01,6223814519.125683
2001-01-01,6230747000.0
2001-02-01,6237682557.808219
2001-03-01,6243946932.602739
2001-04-01,6250882490.410959
2001-05-01,6257594320.547945
2001-06-01,6264529878.356164
2001-07-01,6271241708.493151
2001-08-01,6278177266.30137
2001-09-01,6285112824.109589
2001-10-01,6291824654.246575
2001-11-01,6298760212.054794
2001-12-01,6305472042.191781
2002-01-01,6312407600.0
2002-02-01,6319328744.931507
2002-03-01,6325580101.643836
2002-04-01,6332501246.575342
2002-05-01,6339199128.767123
2002-06-01,6346120273.69863
2002-07-01,6352818155.890411
2002-08-01,6359739300.821918
2002-09-01,6366660445.753425
2002-10-01,6373358327.945206
2002-11-01,6380279472.876713
2002-12-01,6386977355.068493
2003-01-01,6393898500.0
2003-02-01,6400850390.136987
2003-03-01,6407129516.712329
2003-04-01,6414081406.849315
2003-05-01,6420809042.465754
2003-06-01,6427760932.602739
2003-07-01,6434488568.219178
2003-08-01,6441440458.356164
2003-09-01,6448392348.493151
2003-10-01,6455119984.109589
2003-11-01,6462071874.246575
2003-12-01,6468799509.863013
2004-01-01,6475751400.0
2004-02-01,6482732718.579235
2004-03-01,6489263629.508197
2004-04-01,6496244948.087432
2004-05-01,6503001062.84153
2004-06-01,6509982381.420765
2004-07-01,6516738496.174864
2004-08-01,6523719814.754098
2004-09-01,6530701133.333333
2004-10-01,6537457248.087432
2004-11-01,6544438566.666667
2004-12-01,6551194681.420765
2005-01-01,6558176000.0
2005-02-01,6565245698.630137
2005-03-01,6571631232.876713
2005-04-01,6578700931.506849
2005-05-01,6585542575.342465
2005-06-01,6592612273.972603
2005-07-01,6599453917.808219
2005-08-01,6606523616.438356
2005-09-01,6613593315.068493
2005-10-01,6620434958.90411
2005-11-01,6627504657.534246
2005-12-01,6634346301.369863
2006-01-01,6641416000.0
2006-02-01,6648595464.109589
2006-03-01,6655080141.369863
2006-04-01,6662259605.479452
2006-05-01,6669207473.972603
2006-06-01,6676386938.082191
2006-07-01,6683334806.575342
2006-08-01,6690514270.684932
2006-09-01,6697693734.79452
2006-10-01,6704641603.287671
2006-11-01,6711821067.397261
2006-12-01,6718768935.890411
2007-01-01,6725948400.0
2007-02-01,6733222690.136987
2007-03-01,6739793016.712329
2007-04-01,6747067306.849315
2007-05-01,6754106942.465754
2007-06-01,6761381232.602739
2007-07-01,6768420868.219178
2007-08-01,6775695158.356164
2007-09-01,6782969448.493151
2007-10-01,6790009084.109589
2007-11-01,6797283374.246575
2007-12-01,6804323009.863013
2008-01-01,6811597300.0
2008-02-01,6818941479.508197
2008-03-01,6825811840.983606
2008-04-01,6833156020.491803
2008-05-01,6840263290.983606
2008-06-01,6847607470.491803
2008-07-01,6854714740.983606
2008-08-01,6862058920.491803
2008-09-01,6869403100.0
2008-10-01,6876510370.491803
2008-11-01,6883854550.0
2008-12-01,6890961820.491803
2009-01-01,6898306000.0
2009-02-01,6905720265.753425
2009-03-01,6912417021.917809
2009-04-01,6919831287.671233
2009-05-01,6927006383.561644
2009-06-01,6934420649.315068
2009-07-01,6941595745.20548
2009-08-01,6949010010.958904
2009-09-01,6956424276.712329
2009-10-01,6963599372.602739
2009-11-01,6971013638.356164
2009-12-01,6978188734.246575
2010-01-01,6985603000.0
2010-02-01,6993036409.315068
2010-03-01,6999750456.438356
2010-04-01,7007183865.753425
2010-05-01,7014377487.671233
2010-06-01,7021810896.986301
2010-07-01,7029004518.90411
2010-08-01,7036437928.219178
2010-09-01,7043871337.534246
2010-10-01,7051064959.452055
2010-11-01,7058498368.767123
2010-12-01,7065691990.684932
2011-01-01,7073125400.0
2011-02-01,7080648004.383562
2011-03-01,7087442614.79452
2011-04-01,7094965219.178082
2011-05-01,7102245158.90411
2011-06-01,7109767763.287671
2011-07-01,7117047703.013699
2011-08-01,7124570307.397261
2011-09-01,7132092911.780822
2011-10-01,7139372851.506849
2011-11-01,7146895455.890411
2011-12-01,7154175395.616438
2012-01-01,7161698000.0
2012-02-01,7169227383.333333
2012-03-01,7176271000.0
2012-04-01,7183800383.333333
2012-05-01,7191086883.333333
2012-06-01,7198616266.666667
2012-07-01,7205902766.666667
2012-08-01,7213432150.0
2012-09-01,7220961533.333333
2012-10-01,7228248033.333333
2012-11-01,7235777416.666667
2012-12-01,7243063916.666667
2013-01-01,7250593300.0
2013-02-01,7258102969.315068
2013-03-01,7264885896.438356
2013-04-01,7272395565.753425
2013-05-01,7279662987.671233
2013-06-01,7287172656.986301
2013-07-01,7294440078.90411
2013-08-01,7301949748.219178
2013-09-01,7309459417.534246
2013-10-01,7316726839.452055
2013-11-01,7324236508.767123
2013-12-01,7331503930.684932
2014-01-01,7339013600.0
2014-02-01,7346452224.109589
2014-03-01,7353170981.369863
2014-04-01,7360609605.479452
2014-05-01,7367808273.972603
2014-06-01,7375246898.082191
2014-07-01,7382445566.575342
2014-08-01,7389884190.684932
2014-09-01,7397322814.79452
2014-10-01,7404521483.287671
2014-11-01,7411960107.397261
2014-12-01,7419158775.890411
2015-01-01,7426597400.0
2015-02-01,7433975960.547945
2015-03-01,7440640466.849315
2015-04-01,7448019027.397261
2015-05-01,7455159569.863013
2015-06-01,7462538130.410959
2015-07-01,7469678672.876713
2015-08-01,7477057233.424658
2015-09-01,7484435793.972603
2015-10-01,7491576336.438356
2015-11-01,7498954896.986301
2015-12-01,7506095439.452055
2016-01-01,7513474000.0
2016-02-01,7520787653.825136
2016-03-01,7527629459.016394
2016-04-01,7534943112.84153
2016-05-01,7542020842.349727
2016-06-01,7549334496.174864
2016-07-01,7556412225.68306
2016-08-01,7563725879.508197
2016-09-01,7571039533.333333
2016-10-01,7578117262.84153
2016-11-01,7585430916.666667
2016-12-01,7592508646.174864
2017-01-01,7599822300.0
2017-02-01,7606953803.287671
2017-03-01,7613395161.09589
2017-04-01,7620526664.383562
2017-05-01,7627428119.178082
2017-06-01,7634559622.465754
2017-07-01,7641461077.260274
2017-08-01,7648592580.547945
2017-09-01,7655724083.835616
2017-10-01,7662625538.630137
2017-11-01,7669757041.917809
2017-12-01,7676658496.712329
2018-01-01,7683790000.0
2018-02-01,7690683126.027397
2018-03-01,7696909175.342465
2018-04-01,7703802301.369863
2018-05-01,7710473068.493151
2018-06-01,7717366194.520548
2018-07-01,7724036961.643836
2018-08-01,7730930087.671233
2018-09-01,7737823213.69863
2018-10-01,7744493980.821918
2018-11-01,7751387106.849315
2018-12-01,7758057873.972603
2019-01-01,7764951000.0
2019-02-01,7764951000.0
2019-03-01,7764951000.0
2019-04-01,7764951000.0
2019-05-01,7764951000.0
2019-06-01,7764951000.0
2019-07-01,7764951000.0
2019-08-01,7764951000.0
2019-09-01,7764951000.0
2019-10-01,7764951000.0
2019-11-01,7764951000.0
2019-12-01,7764951000.0
2020-01-01,7576104980.0
2020-02-01,7580227844.289078
2020-03-01,7584084717.333698
2020-04-01,7588207581.622776
2020-05-01,7592197450.289625
2020-06-01,7596320314.578702
2020-07-01,7600310183.245552
2020-08-01,7604433047.534629
2020-09-01,7608555911.823707
2020-10-01,7612545780.490556
2020-11-01,7616668644.7796335
2020-12-01,7620658513.446483
2021-01-01,7624781377.735559
2021-02-01,7628904242.024637
2021-03-01,7632628119.44703
2021-04-01,7636750983.736107
2021-05-01,7640740852.402956
2021-06-01,7644863716.692034
2021-07-01,7648853585.358883
2021-08-01,7652976449.647961
2021-09-01,7657099313.937038
2021-10-01,7661089182.603888
2021-11-01,7665212046.892964
2021-12-01,7669201915.5598135
2022-01-01,7673324779.848891
2022-02-01,7677447644.137969
2022-03-01,7681171521.560361
2022-04-01,7685294385.849439
2022-05-01,7689284254.516288
2022-06-01,7693407118.805366
2022-07-01,7697396987.472215
2022-08-01,7701519851.761292
2022-09-01,7705642716.050369
2022-10-01,7709632584.717218
2022-11-01,7713755449.006296
2022-12-01,7717745317.673145
2023-01-01,7721868181.962223
2023-02-01,7725991046.2513
2023-03-01,7729714923.673693
2023-04-01,7733837787.96277
2023-05-01,7737827656.62962
2023-06-01,7741950520.918697
2023-07-01,7745940389.5855465
2023-08-01,7750063253.874623
2023-09-01,7754186118.163701
2023-10-01,7758175986.83055
2023-11-01,7762298851.119628
2023-12-01,7766288719.786477
2024-01-01,7770411584.075554
2024-02-01,7774534448.364632
2024-03-01,7778391321.409253
2024-04-01,7782514185.69833
2024-05-01,7786504054.365179
2024-06-01,7790626918.654257
2024-07-01,7794616787.321106
2024-08-01,7798739651.610184
2024-09-01,7802862515.8992605
2024-10-01,7806852384.56611
2024-11-01,7810975248.855187
2024-12-01,7814965117.522037
2025-01-01,7819087981.811114
2025-02-01,7823210846.100192
2025-03-01,7826934723.522584
2025-04-01,7831057587.811662
2025-05-01,7835047456.478511
2025-06-01,7839170320.767589
2025-07-01,7843160189.434438
2025-08-01,7847283053.723515
2025-09-01,7851405918.012592
2025-10-01,7855395786.679441
2025-11-01,7859518650.968519
2025-12-01,7863508519.635368
2026-01-01,7867631383.924446
2026-02-01,7871754248.213523
2026-03-01,7875478125.635916
2026-04-01,7879600989.9249935
2026-05-01,7883590858.591843
2026-06-01,7887713722.880919
2026-07-01,7891703591.547769
2026-08-01,7895826455.836846
2026-09-01,7899949320.125924
2026-10-01,7903939188.792773
2026-11-01,7908062053.08185
2026-12-01,7912051921.7487
2027-01-01,7916174786.037777
2027-02-01,7920297650.326855
2027-03-01,7924021527.749248
2027-04-01,7928144392.038324
2027-05-01,7932134260.7051735
2027-06-01,7936257124.994251
2027-07-01,7940246993.6611
2027-08-01,7944369857.950178
2027-09-01,7948492722.239255
2027-10-01,7952482590.906104
2027-11-01,7956605455.195182
2027-12-01,7960595323.862031
2028-01-01,7964718188.151109
2028-02-01,7968841052.4401865
2028-03-01,7972697925.484807
2028-04-01,7976820789.773885
2028-05-01,7980810658.440734
2028-06-01,7984933522.729811
2028-07-01,7988923391.39666
2028-08-01,7993046255.685738
2028-09-01,7997169119.974815
2028-10-01,8001158988.6416645
2028-11-01,8005281852.930742
2028-12-01,8009271721.597591
2029-01-01,8013394585.886668
2029-02-01,8017517450.175746
2029-03-01,8021241327.598139
2029-04-01,8025364191.887216
2029-05-01,8029354060.554065
2029-06-01,8033476924.8431425
2029-07-01,8037466793.509992
2029-08-01,8041589657.799069
2029-09-01,8045712522.088147
2029-10-01,8049702390.754996
2029-11-01,8053825255.044073
2029-12-01,8057815123.710922
2030-01-01,8061937988.0
2030-02-01,8064712239.346386
2030-03-01,8067218014.756024
2030-04-01,8069992266.102409
2030-05-01,8072677025.469879
2030-06-01,8075451276.816265
2030-07-01,8078136036.183735
2030-08-01,8080910287.530121
2030-09-01,8083684538.876506
2030-10-01,8086369298.243976
2030-11-01,8089143549.590362
2030-12-01,8091828308.957831
2031-01-01,8094602560.304216
2031-02-01,8097376811.650602
2031-03-01,8099882587.060241
2031-04-01,8102656838.406627
2031-05-01,8105341597.7740965
2031-06-01,8108115849.1204815
2031-07-01,8110800608.487951
2031-08-01,8113574859.834337
2031-09-01,8116349111.180723
2031-10-01,8119033870.548193
2031-11-01,8121808121.894578
2031-12-01,8124492881.262048
2032-01-01,8127267132.608434
2032-02-01,8130041383.954819
2032-03-01,8132636651.343373
2032-04-01,8135410902.689759
2032-05-01,8138095662.057229
2032-06-01,8140869913.403614
2032-07-01,8143554672.771084
2032-08-01,8146328924.11747
2032-09-01,8149103175.463855
2032-10-01,8151787934.831325
2032-11-01,8154562186.177711
2032-12-01,8157246945.54518
2033-01-01,8160021196.891566
2033-02-01,8162795448.237951
2033-03-01,8165301223.64759
2033-04-01,8168075474.993976
2033-05-01,8170760234.361445
2033-06-01,8173534485.707831
2033-07-01,8176219245.075301
2033-08-01,8178993496.421686
2033-09-01,8181767747.768072
2033-10-01,8184452507.135542
2033-11-01,8187226758.481927
2033-12-01,8189911517.849398
2034-01-01,8192685769.195783
2034-02-01,8195460020.542169
2034-03-01,8197965795.951807
2034-04-01,8200740047.298192
2034-05-01,8203424806.665662
2034-06-01,8206199058.012048
2034-07-01,8208883817.379518
2034-08-01,8211658068.7259035
2034-09-01,8214432320.0722885
2034-10-01,8217117079.439758
2034-11-01,8219891330.786144
2034-12-01,8222576090.153614
2035-01-01,8225350341.499999
2035-02-01,8228124592.846385
2035-03-01,8230630368.256023
2035-04-01,8233404619.602409
2035-05-01,8236089378.969879
2035-06-01,8238863630.316264
2035-07-01,8241548389.683734
2035-08-01,8244322641.03012
2035-09-01,8247096892.376506
2035-10-01,8249781651.743976
2035-11-01,8252555903.090361
2035-12-01,8255240662.45783
2036-01-01,8258014913.804216
2036-02-01,8260789165.150601
2036-03-01,8263384432.539156
2036-04-01,8266158683.885542
2036-05-01,8268843443.253012
2036-06-01,8271617694.599397
2036-07-01,8274302453.9668665
2036-08-01,8277076705.313252
2036-09-01,8279850956.659637
2036-10-01,8282535716.027108
2036-11-01,8285309967.373493
2036-12-01,8287994726.740963
2037-01-01,8290768978.087349
2037-02-01,8293543229.433734
2037-03-01,8296049004.843372
2037-04-01,8298823256.189758
2037-05-01,8301508015.557228
2037-06-01,8304282266.903614
2037-07-01,8306967026.271084
2037-08-01,8309741277.617469
2037-09-01,8312515528.963855
2037-10-01,8315200288.331325
2037-11-01,8317974539.677711
2037-12-01,8320659299.04518
2038-01-01,8323433550.391565
2038-02-01,8326207801.737951
2038-03-01,8328713577.14759
2038-04-01,8331487828.493975
2038-05-01,8334172587.861445
2038-06-01,8336946839.20783
2038-07-01,8339631598.5753
2038-08-01,8342405849.921686
2038-09-01,8345180101.268071
2038-10-01,8347864860.635541
2038-11-01,8350639111.981927
2038-12-01,8353323871.349397
2039-01-01,8356098122.695783
2039-02-01,8358872374.042168
2039-03-01,8361378149.451806
2039-04-01,8364152400.798192
2039-05-01,8366837160.165662
2039-06-01,8369611411.512047
2039-07-01,8372296170.879518
2039-08-01,8375070422.225903
2039-09-01,8377844673.5722885
2039-10-01,8380529432.939758
2039-11-01,8383303684.286143
2039-12-01,8385988443.653613
2040-01-01,8388762694.999999
2040-02-01,8389965502.679988
2040-03-01,8391090709.864494
2040-04-01,8392293517.544483
2040-05-01,8393457524.97673
2040-06-01,8394660332.656719
2040-07-01,8395824340.088967
2040-08-01,8397027147.768956
2040-09-01,8398229955.448945
2040-10-01,8399393962.881192
2040-11-01,8400596770.561182
2040-12-01,8401760777.993429
2041-01-01,8402963585.673418
2041-02-01,8404166393.353407
2041-03-01,8405252800.290172
2041-04-01,8406455607.9701605
2041-05-01,8407619615.402409
2041-06-01,8408822423.082397
2041-07-01,8409986430.514645
2041-08-01,8411189238.1946335
2041-09-01,8412392045.874622
2041-10-01,8413556053.30687
2041-11-01,8414758860.986859
2041-12-01,8415922868.4191065
2042-01-01,8417125676.099096
2042-02-01,8418328483.779085
2042-03-01,8419414890.715849
2042-04-01,8420617698.395839
2042-05-01,8421781705.828086
2042-06-01,8422984513.508075
2042-07-01,8424148520.940322
2042-08-01,8425351328.620312
2042-09-01,8426554136.300301
2042-10-01,8427718143.732548
2042-11-01,8428920951.412537
2042-12-01,8430084958.844785
2043-01-01,8431287766.524774
2043-02-01,8432490574.204762
2043-03-01,8433576981.141527
2043-04-01,8434779788.821516
2043-05-01,8435943796.253763
2043-06-01,8437146603.933752
2043-07-01,8438310611.366
2043-08-01,8439513419.045989
2043-09-01,8440716226.725978
2043-10-01,8441880234.158225
2043-11-01,8443083041.838215
2043-12-01,8444247049.270462
2044-01-01,8445449856.950451
2044-02-01,8446652664.63044
2044-03-01,8447777871.814946
2044-04-01,8448980679.494935
2044-05-01,8450144686.927182
2044-06-01,8451347494.607172
2044-07-01,8452511502.039419
2044-08-01,8453714309.719408
2044-09-01,8454917117.399397
2044-10-01,8456081124.831645
2044-11-01,8457283932.511634
2044-12-01,8458447939.943881
2045-01-01,8459650747.62387
2045-02-01,8460853555.30386
2045-03-01,8461939962.240623
2045-04-01,8463142769.920612
2045-05-01,8464306777.35286
2045-06-01,8465509585.032849
2045-07-01,8466673592.465096
2045-08-01,8467876400.145086
2045-09-01,8469079207.825075
2045-10-01,8470243215.257322
2045-11-01,8471446022.937311
2045-12-01,8472610030.369559
2046-01-01,8473812838.049548
2046-02-01,8475015645.729537
2046-03-01,8476102052.666302
2046-04-01,8477304860.346291
2046-05-01,8478468867.778538
2046-06-01,8479671675.458527
2046-07-01,8480835682.890775
2046-08-01,8482038490.570764
2046-09-01,8483241298.250752
2046-10-01,8484405305.683
2046-11-01,8485608113.362989
2046-12-01,8486772120.795237
2047-01-01,8487974928.475225
2047-02-01,8489177736.155214
2047-03-01,8490264143.091979
2047-04-01,8491466950.771968
2047-05-01,8492630958.204215
2047-06-01,8493833765.884205
2047-07-01,8494997773.316452
2047-08-01,8496200580.996441
2047-09-01,8497403388.67643
2047-10-01,8498567396.108678
2047-11-01,8499770203.788667
2047-12-01,8500934211.220914
2048-01-01,8502137018.900903
2048-02-01,8503339826.580893
2048-03-01,8504465033.765398
2048-04-01,8505667841.445387
2048-05-01,8506831848.877635
2048-06-01,8508034656.557624
2048-07-01,8509198663.989871
2048-08-01,8510401471.66986
2048-09-01,8511604279.34985
2048-10-01,8512768286.782097
2048-11-01,8513971094.462086
2048-12-01,8515135101.894333
2049-01-01,8516337909.574323
2049-02-01,8517540717.254312
2049-03-01,8518627124.191075
2049-04-01,8519829931.871065
2049-05-01,8520993939.303312
2049-06-01,8522196746.983301
2049-07-01,8523360754.415549
2049-08-01,8524563562.095538
2049-09-01,8525766369.775527
2049-10-01,8526930377.207774
2049-11-01,8528133184.887763
2049-12-01,8529297192.320011
2050-01-01,8530500000.0
2050-02-01,8530174684.888006
2050-03-01,8529880851.883625
2050-04-01,8529555536.771632
2050-05-01,8529240715.695509
2050-06-01,8528915400.583516
2050-07-01,8528600579.507393
2050-08-01,8528275264.3954
2050-09-01,8527949949.283406
2050-10-01,8527635128.207284
2050-11-01,8527309813.09529
2050-12-01,8526994992.019168
2051-01-01,8526669676.907174
2051-02-01,8526344361.79518
2051-03-01,8526050528.790799
2051-04-01,8525725213.678806
2051-05-01,8525410392.602683
2051-06-01,8525085077.49069
2051-07-01,8524770256.414567
2051-08-01,8524444941.302574
2051-09-01,8524119626.19058
2051-10-01,8523804805.114458
2051-11-01,8523479490.002464
2051-12-01,8523164668.926342
2052-01-01,8522839353.814348
2052-02-01,8522514038.702354
2052-03-01,8522209711.662103
2052-04-01,8521884396.55011
2052-05-01,8521569575.473987
2052-06-01,8521244260.361994
2052-07-01,8520929439.285871
2052-08-01,8520604124.173878
2052-09-01,8520278809.061884
2052-10-01,8519963987.985762
2052-11-01,8519638672.873768
2052-12-01,8519323851.797646
2053-01-01,8518998536.685652
2053-02-01,8518673221.573658
2053-03-01,8518379388.569277
2053-04-01,8518054073.457284
2053-05-01,8517739252.381161
2053-06-01,8517413937.269168
2053-07-01,8517099116.193045
2053-08-01,8516773801.081052
2053-09-01,8516448485.969058
2053-10-01,8516133664.892936
2053-11-01,8515808349.780942
2053-12-01,8515493528.70482
2054-01-01,8515168213.592826
2054-02-01,8514842898.480832
2054-03-01,8514549065.476451
2054-04-01,8514223750.364458
2054-05-01,8513908929.288335
2054-06-01,8513583614.176342
2054-07-01,8513268793.100219
2054-08-01,8512943477.988226
2054-09-01,8512618162.876232
2054-10-01,8512303341.80011
2054-11-01,8511978026.688116
2054-12-01,8511663205.611994
2055-01-01,8511337890.5
2055-02-01,8511012575.388006
2055-03-01,8510718742.383625
2055-04-01,8510393427.271632
2055-05-01,8510078606.195509
2055-06-01,8509753291.083516
2055-07-01,8509438470.007393
2055-08-01,8509113154.8954
2055-09-01,8508787839.783406
2055-10-01,8508473018.707284
2055-11-01,8508147703.59529
2055-12-01,8507832882.519168
2056-01-01,8507507567.407174
2056-02-01,8507182252.29518
2056-03-01,8506877925.254929
2056-04-01,8506552610.142936
2056-05-01,8506237789.0668125
2056-06-01,8505912473.95482
2056-07-01,8505597652.878696
2056-08-01,8505272337.766704
2056-09-01,8504947022.65471
2056-10-01,8504632201.578588
2056-11-01,8504306886.466594
2056-12-01,8503992065.3904705
